код,закупка,валюта,группа,подгруппа,наименование,описание,наличие,?
2576658,609029.0,RUR,Профессиональные ЖК панели,PHILIPS,Профессиональные ЖК панели PHILIPS PHILIPS BDL5588XH/00,"PHILIPS BDL5588XH/00 для видеостен, 55"", 1920 x 1080 ,700  кд/м ,1400:1 , Общий стык: 3,5 мм, 2 x 10 Вт, вес:29,2 кг ,OPS",,?
2576657,521884.0,RUR,Профессиональные ЖК панели,PHILIPS,Профессиональные ЖК панели PHILIPS PHILIPS BDL5588XL/00,"PHILIPS BDL5588XL/00 для видеостен, 55"", 1920 x 1080 ,500  кд/м ,1400:1 , Общий стык: 3,5 мм, 2 x 10 Вт, вес:29,2 кг ,OPS",,?
2576643,228000.0,RUR,Профессиональные ЖК панели,PHILIPS,Профессиональные ЖК панели PHILIPS PHILIPS BDL6520QL/00,"PHILIPS BDL6520QL/00 65"" 1920х1080,360кд/м2,3000:1,8мс,DVI,HDMI,VGA,RG45,RS232C,рамка 59мм,VESA 600х400",,?
2576661,374980.0,RUR,Профессиональные ЖК панели,PHILIPS,Профессиональные ЖК панели PHILIPS PHILIPS BDL6526QT/00,"PHILIPS BDL6526QT/00 Multi-Touch , 5 касаний , 65"" , 1920 x 1080 ,360  кд/м ,4000:1 ,2 x 10 Вт , VESA 400 x 400 , толщина рамки 19,5 мм ,Вес: 66 кг ,OPS",,?
2576653,1387829.0,RUR,Профессиональные ЖК панели,PHILIPS,Профессиональные ЖК панели PHILIPS PHILIPS BDL8470EU/00,"PHILIPS BDL8470EU/00 84"" Edge LED Backlight, Ultra HD 4K Display",,?
2577522,228275.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG BM37E,"SAMSUNG BM37E Ультраширокий дисплей 37""",,?
2576580,28950.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB10D,"SAMSUNG DB10D Проф.панель, 10"", SoC 2.0 *, встроенный Wi-Fi",,?
2577253,38650.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB10E-POE,"SAMSUNG DB10E-POE Проф.панель, 10"", SoC 3.0 *, поддержка питания по POE+ интерфейсу",,?
2576939,42750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB10E-T,"SAMSUNG DB10E-T Проф.панель, 10"", SoC 3.0 *, встроенный Wi-Fi, встроенный емкостной сенсорный экран",,?
2577750,48150.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB10E-TPOE,"SAMSUNG DB10E-TPOE Проф.панель, 10"", SoC 3.0 *, поддержка питания по POE+ интерфейсу, емкостной сенсорный экран",,?
2576581,31750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB22D-P,"SAMSUNG DB22D-P Проф.панель, 22"", SoC 2.0, встроенный Wi-Fi",,?
2576582,57000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB22D-T,"SAMSUNG DB22D-T Проф.панель, 22"", SoC 2.0, встроенный Wi-Fi, встроенный емкостной сенсорный экран",,?
2576809,53600.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB32E,"SAMSUNG DB32E Проф.панель, яркость 350 нит, опциональные сменные декоративные рамки, SoC 3.0, встроенный Wi-Fi",,?
2576811,84500.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB40E,"SAMSUNG DB40E 40"", Разрешение 1920 x 1080 пикселей, Формат экрана 16:9, Контрастность: 5000:1, Яркость 350 кд/м2, Время отклика: 8 мс",,?
2578448,86300.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB43J,"SAMSUNG DB43J Проф.панель, яркость 300 нит,  контрастность 3000:1 , Режим работы16/7, Входные разъемы HDMI x 2, DVI x 1, RS-232C x 1, Выход RS-232C x 1 ,VESA 200х200 ,вес: 7.9 кг.",,?
2576814,102888.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB48E,"SAMSUNG DB48E 48"", Разрешение 1920 x 1080 пикселей, Формат экрана 16:9, Контрастность: 5000:1, Яркость 350 кд/м2, Время отклика: 8 мс",,?
2576819,148550.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DB55E,"SAMSUNG DB55E 55"", Разрешение 1920 x 1080 пикселей, Формат экрана 16:9, Контрастность: 5000:1, Яркость 350 кд/м2, Время отклика: 8 мс",,?
2577256,44000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC32E,"SAMSUNG DC32E Проф.панель, яркость 350 нит, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577463,57152.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC32E-M,"SAMSUNG DC32E-M Проф.панель, яркость 450 нит, 24/7, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577257,75750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC40E,"SAMSUNG DC40E Проф.панель, яркость 350 нит, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577465,91425.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC40E-M,"SAMSUNG DC40E-M Проф.панель, яркость 450 нит, 24/7, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577258,94350.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC48E,"SAMSUNG DC48E Проф.панель, яркость 350 нит, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577466,122475.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC48E-M,"SAMSUNG DC48E-M Проф.панель, яркость 450 нит, 24/7, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577260,136600.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC55E,"SAMSUNG DC55E Проф.панель, яркость 350 нит, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2577467,172385.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DC55E-M,"SAMSUNG DC55E-M Проф.панель, яркость 450 нит, 24/7, опциональные сменные декоративные рамки, базовое воспроизведение контента ( USB, MI Lite)",,?
2576813,119800.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DH40E,"SAMSUNG DH40E 40'' D-LED BLU, 1920 x 1080, 5000:1, 16:9, 8 ms, 700 cd/m, VGA/DVI-D/Display Port/HDMI/RJ45, Wi-Fi, SD Card Slot, 2 x 10W, VESA 200 x 200",,?
2576815,148450.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DH48E,"SAMSUNG DH48E Проф.панель, яркость 700 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576808,217700.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DH55E,"SAMSUNG DH55E Проф.панель, яркость 700 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576810,58750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM32E,"SAMSUNG DM32E Проф.панель, яркость 450 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576812,97000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM40E,"SAMSUNG DM40E Проф.панель, яркость 450 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576806,128200.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM48E,"SAMSUNG DM48E Проф.панель, яркость 450 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576820,180750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM55E,"SAMSUNG DM55E Проф.панель, яркость 450 нит, опциональные сменные декоративные рамки, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2576988,314955.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM65E,"SAMSUNG DM65E Проф.панель, яркость 450 нит, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2577532,554530.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM65E-BC,"SAMSUNG DM65E-BC Проф.панель, SoC 3.0, встроенный Wi-Fi, 24/7, Full HD, встроенный сенсорный экран емкостного типа",,?
2577469,428355.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM65E-BR,"SAMSUNG DM65E-BR Проф.панель, SoC 3.0, встроенный Wi-Fi, 24/7, Full HD, встроенный сенсорный экран",,?
2577135,502250.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM75E,"SAMSUNG DM75E Проф.панель, яркость 450 нит, SoC 2.0, встроенный Wi-Fi, 24/7",,?
2577262,553600.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM75E-BR,"SAMSUNG DM75E-BR Проф.панель, SoC 3.0, встроенный Wi-Fi, 24/7, Full HD, встроенный сенсорный экран",,?
2576915,645100.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM82D,"SAMSUNG DM82D 82""  Проф.панель, SoC 2.0, встроенный Wi-Fi, 24/7, Full HD",,?
2577534,995037.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM82E-BM,"SAMSUNG DM82E-BM Проф.панель, SoC 3.0, встроенный Wi-Fi, 24/7, Full HD, встроенный сенсорный экран комбинированного типа",,?
2576823,855150.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG DM82E-BR,"SAMSUNG DM82E-BR Проф.панель, SoC 3.0, встроенный Wi-Fi, 24/7, Full HD, встроенный сенсорный экран",,?
2577464,138000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG ML32E,"SAMSUNG ML32E Зеркальный дисплей 32"", SoC 3.0, Коэффициент отражения- 55%",,?
2577468,287500.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG ML55E,"SAMSUNG ML55E Зеркальный дисплей 55"", SoC 3.0, Коэффициент отражения- 55%",,?
2577255,196250.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OH24E,"SAMSUNG OH24E Всепогодное решение (сверхвысокая яркость 1500 нит, SoC 3.0, IP56, темп.режим -30/+50, встр.защитное стекло, возможность настенного крепления)",,?
2576818,614850.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OH46D-K,"SAMSUNG OH46D-K Всепогодное решение (сверхвысокая яркость 3000 нит, тонкий стык, SoC, встроенный HD BaseT ресивер, IP56, темп.режим -30/+50), встр.защитное стекло, возм",,?
2576822,867700.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OH55D-K,"SAMSUNG OH55D-K Всепогодное решение (сверхвысокая яркость 2500 нит, тонкий стык, SoC, встроенный HD BaseT ресивер, IP56, темп.режим -30/+50), встр.защитное стекло, возм",,?
2577756,2255150.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OH75F,"SAMSUNG OH75F Всепогодное решение (сверхвысокая яркость 2500 нит, SoC, встроенный HD BaseT ресивер, IP56, темп.режим -30/+50), встр.защитное стекло, возможность настенного крепления, встроенный блок питания)",,?
2577254,129200.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM24E,"SAMSUNG OM24E Semi-Outdoor (сверхвысокая яркость 1500 нит, 24"", SoC 3.0, Wi-Fi)",,?
2576586,278950.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM46D-K,"SAMSUNG OM46D-K Матрица для всепогодных решений (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi)",,?
2576587,295200.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM46D-W,"SAMSUNG OM46D-W Semi-Outdoor (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi)",,?
2576588,394300.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM55D-K,"SAMSUNG OM55D-K Матрица для всепогодных решений (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi)",,?
2576589,414300.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM55D-W,"SAMSUNG OM55D-W Semi-Outdoor (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi)",,?
2576590,961100.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM75D-K,"SAMSUNG OM75D-K Матрица для всепогодных решений (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi",,?
2576591,1024700.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG OM75D-W,"SAMSUNG OM75D-W Semi-Outdoor (сверхвысокая яркость 2500 нит, тонкий стык, SoC 2.0, Wi-Fi",,?
2577524,154675.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH43F,"SAMSUNG PH43F Проф.панель, яркость 700 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578451,155300.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH43F-P,"SAMSUNG PH43F-P Проф.панель, яркость 700 нит, контрастность: 3000:1, разрешение: 1920x 1080, режим работы: 24/7 , Входа HDMI x 2,DVI x 2,VGA x 1,Display Port x 2,RS-232C x 1, Выход:Display Port x 1, RS-232C x 1,VESA 200х200, Вес: 9,4",,?
2578436,155150.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH43H,SAMSUNG PH43H new!,,?
2577526,201296.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH49F,"SAMSUNG PH49F Проф.панель, яркость 700 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578452,194000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH49F-P,"SAMSUNG PH49F-P Проф.панель, яркость 700 нит, контрастность: 3000:1, разрешение: 1920x 1080 ,режим работы: 24/7 , Входа HDMI x 2,DVI x 2,VGA x 1,Display Port x 2,RS-232C x 1, Выход:Display Port x 1, RS-232C x 1,VESA 400х400, Вес: 13,2",,?
2577529,297156.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PH55F,"SAMSUNG PH55F Проф.панель, яркость 700 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0,",,?
2577521,86250.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM32F,"SAMSUNG PM32F Проф.панель, яркость 400 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578457,143700.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM32F-BC,"SAMSUNG PM32F-BC Интерактивная панель,  яркость 300 нит, контрастность: 5000:1, разрешение: 1920x 1080,режим работы: 16/7 , Входа HDMI x 2,DVI x 1,Display Port x 1,RS-232C x 1,Выход:Display Port x 1, RS-232C x 1,VESA 200х200, Вес: 9,9",,?
2577523,137425.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM43F,"SAMSUNG PM43F Проф.панель, яркость 500 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578485,276508.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM43F-BC,SAMSUNG PM43F-BC Описание в разработке,,?
2578437,109100.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM43H,"SAMSUNG PM43H Проф.панель, яркость 500 нит, контрастность: 4000:1, разрешение: 1920x 1080,режим работы: 24/7 , Входа:HDMI x 2,DVI x 1,Display Port x 2, RS-232C x 1,Выход:Display Port x 1, RS-232C x 1,VESA 200х200, Вес: 9,5",,?
2577525,178825.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM49F,"SAMSUNG PM49F Проф.панель, яркость 500 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578378,137800.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM49H,"SAMSUNG PM49H Проф.панель, яркость 500 нит, контрастность: 4000:1,разрешение: 1920x 1080, режим работы: 24/7 , Входа:HDMI x 2,DVI x 1,Display Port x 2, RS-232C x 1,Выход:Display Port x 1, RS-232C x 1,VESA 400х400, Вес: 13.2",,?
2577528,271849.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM55F,"SAMSUNG PM55F Проф.панель, яркость 500 нит, сверхтонкий корпус 29,9мм, 24/7, SoC 4.0",,?
2578486,386002.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM55F-BC,SAMSUNG PM55F-BC Описание в разработке,,?
2578450,218400.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG PM55H,"SAMSUNG PM55H Проф.панель, яркость 500 нит, контрастность: 4000:1,разрешение: 1920x 1080, режим работы: 24/7 , Входа:HDMI x 2,DVI x 1,Display Port x 2, RS-232C x 1,Выход:Display Port x 1, RS-232C x 1,VESA 400х400, Вес: 16,5",,?
2578454,256200.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QB65H,SAMSUNG QB65H Описание в разработке,,?
2578487,388008.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QB65H-TR,SAMSUNG QB65H-TR Описание в разработке,,?
2578455,433700.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QB75H,SAMSUNG QB75H Описание в разработке,,?
2578488,602772.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QB75H-TR,SAMSUNG QB75H-TR Описание в разработке,,?
2578453,311500.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QH55H,"SAMSUNG QH55H Проф.панель, яркость 600 (ландшафтная), 500 (портретная) , контрастность: 6000:1 Разрешение : Ultra HD (3840 x 2160) , режим работы: 16/7 , RGB: Display Port 1.2, Изображение: HDMI2.0 (2), HDCP2.2, USB 2.0 x2, RS-232C, RJ45 ,VESA 400х400",,?
2577527,208750.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM49F,"SAMSUNG QM49F Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2578456,197900.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM49H,SAMSUNG QM49H Описание в разработке,,?
2577530,310575.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM55F,"SAMSUNG QM55F Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2578861,325000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM55H,SAMSUNG QM55H Описание в разработке,,?
2577533,471615.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM65F,"SAMSUNG QM65F Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2578300,460000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM65H,"SAMSUNG QM65H Проф.панель, яркость 600 (ландшафтная), 500 (портретная) , контрастность: 6000:1 Разрешение : Ultra HD (3840 x 2160) , режим работы: 16/7 , RGB: Display Port 1.2, Изображение: HDMI2.0 (2), HDCP2.2, USB 2.0 x2, RS-232C, RJ45 ,VESA 400х400",,?
2577755,670450.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM75F,"SAMSUNG QM75F Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2576012,1134350.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM85D,"SAMSUNG QM85D Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2577470,1440950.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM85D-BR,"SAMSUNG QM85D-BR Проф.панель UHD, яркость 430 нит, PIP/PBP до 4 Full HD источников, встроенный сенсорный экран",,?
2578625,1530000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM85F,SAMSUNG QM85F Описание в разработке,,?
2577757,3428437.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG QM98F,"SAMSUNG QM98F Проф. панель UHD, яркость 500 нит, PIP/PBP до 4 Full HD источников",,?
2577804,79900.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG RM48D,SAMSUNG RM48D Описание в разработке,,?
2576585,394250.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD46D-P,"SAMSUNG UD46D-P LED-панель для видеостен (без тюнера),Ультратонкий стык 3.5 мм,  Яркость 700 нит,контрастность 3500:1 ,  Диагональ: 46"", Разрешение: 1920x1080, 200 Гц, мощность звука 20 Вт, HDMI x2, DVI, VGA, Ethernet ,Display Port ,Премиум-модель + SoC+24/7",,?
2577752,423919.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD46E-A,"SAMSUNG UD46E-A Ультратонкий стык 3.5 мм, повышенная яркость 700 нит",,?
2576817,294550.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD46E-B,"SAMSUNG UD46E-B Ультратонкий стык 3.5 мм, стандартная яркость 500 нит",,?
2576816,244255.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD46E-C,"SAMSUNG UD46E-C Ультратонкий стык 5.5 мм, стандартная яркость 500 нит",,?
2577259,399900.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD46E-P,"SAMSUNG UD46E-P Ультратонкий стык 3.5 мм, повышенная яркость 700 нит",,?
2577753,565006.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD55E-A,"SAMSUNG UD55E-A Ультратонкий стык - 3.5 мм, 700 нит",,?
2576821,380500.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD55E-B,"SAMSUNG UD55E-B Ультратонкий стык 3.5 мм, стандартная яркость 500 нит",,?
2577252,508150.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD55E-P,"SAMSUNG UD55E-P Самый тонкий стык - 3.5 мм, 700 нит",,?
2577261,729000.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UD55E-S,"SAMSUNG UD55E-S Самый тонкий стык - 3.5 мм, 700 нит, модель для телестудий ( цветовая температура 2800-6500К)",,?
2576002,177655.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UE46D,"SAMSUNG UE46D LED-панель для видеостен (без тюнера),Рамка 5.2 мм,  Яркость 450 нит,контрастность 5000:1 ,  Диагональ: 46"", Разрешение: 1920x1080, 200 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2, DVI, VGA, Ethernet ,Display Port , SoC",,?
2576008,231900.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UE55D,"SAMSUNG UE55D LED-панель для видеостен (без тюнера),Рамка 5.2 мм,  Яркость 450 нит,контрастность 5000:1 ,  Диагональ: 55"", Разрешение: 1920x1080, 200 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2, DVI, VGA, Ethernet ,Display Port , SoC",,?
2577751,292560.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UH46F5,"SAMSUNG UH46F5 Ультратонкий стык 5.5 мм, повышенная яркость 700 нит, уменьшенная толщина корпуса (48 мм)",,?
2577531,842207.0,RUR,Профессиональные ЖК панели,SAMSUNG,Профессиональные ЖК панели SAMSUNG SAMSUNG UH55F-E,"SAMSUNG UH55F-E Самый тонкий стык - 1.7 мм, 700 нит,",,?
2578221,99000.0,RUR,Профессиональные ЖК панели (аксессуары),BENQ,Профессиональные ЖК панели (аксессуары) BENQ BENQ MT21 Slot in PC,"BENQ MT21 Slot in PC Процессор: Intel  I5  Оперативная память 4 GB , Внутренняя память память 128G GB , тип встроенной памяти  SSD . Совместим только с интерактивными панелями  RP750K/ RP860K /RP654K",,?
2577143,6600.0,RUR,Профессиональные ЖК панели (аксессуары),SAMSUNG,Профессиональные ЖК панели (аксессуары) SAMSUNG SAMSUNG CY-BD32WD (Рамка для панели),"SAMSUNG CY-BD32WD (Рамка для панели) Декоративная белая рамка для панелей SAMSUNG DH, DM, DB  серий , 32 дюйма",,?
